titulo,enlace,fecha,descripcion,categoria,fuente,imagen,contenido
Sporting Cristal vs. Cienciano EN VIVO vía L1 Max: ¿a qué hora y dónde ver la fecha 18 del Torneo Clausura 2025?,https://rpp.pe/futbol/descentralizado/sporting-cristal-vs-cienciano-en-vivo-a-que-hora-juegan-y-donde-ver-por-tv-fecha-18-torneo-clausura-2025-via-l1-max-online-partidos-de-hoy-noticia-1662703,"Fri, 07 Nov 2025 16:55:28 -0500",Sporting Cristal juega de local contra Cienciano en el Estadio Alberto Gallardo. Conoce a qué hora juegan y dónde ver el partido EN VIVO.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/06/301630_1809564.jpg?imgdimension=look,Sporting Cristal juega de local contra Cienciano en el Estadio Alberto Gallardo. Conoce a qué hora juegan y dónde ver el partido EN VIVO.
"Liga 1: Con doblete de Facundo Callejo, Cusco FC liquidó 3-0 a Sport Boys",https://rpp.pe/futbol/descentralizado/liga-1-por-la-fecha-18-se-enfrentaran-cusco-fc-y-sport-boys-noticia-1662633,"Fri, 07 Nov 2025 16:50:11 -0500",Cusco FC vs Sport Boys se enfrentaron por la Perú - Primera División. Aquí todos los detalles y resumen del encuentro.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1810082.jpg?imgdimension=look,Cusco FC vs Sport Boys se enfrentaron por la Perú - Primera División. Aquí todos los detalles y resumen del encuentro.
Sport Huancayo vs. Estudiantil CNI: ¿a qué hora juegan y y dónde ver EN VIVO la final vuelta de la Liga3?,https://rpp.pe/futbol/mas-futbol/sport-huancayo-vs-estudiantil-cni-en-vivo-a-que-hora-juegan-y-donde-ver-final-vuelta-liga-3-via-youtube-fpf-partidos-de-hoy-noticia-1662908,"Fri, 07 Nov 2025 16:50:59 -0500",Revisa los detalles del partido entre Sport Huancayo y Estudiantil CNI por la final de la Liga3. El campeón logrará el ascenso a la Liga2 del 2026.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/021202_1810071.jpg?imgdimension=look,Revisa los detalles del partido entre Sport Huancayo y Estudiantil CNI por la final de la Liga3. El campeón logrará el ascenso a la Liga2 del 2026.
"Serie A: Con gol de Idrissa Touré, Pisa le ganó a Cremonese por 1 a 0",https://rpp.pe/futbol/ligas-internacionales/serie-a-pisa-recibira-a-cremonese-por-la-fecha-11-noticia-1662652,"Fri, 07 Nov 2025 16:45:12 -0500",Pisa vs Cremonese se enfrentaron por la Italia - Serie A. Aquí todos los detalles y resumen del encuentro.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1810081.jpg?imgdimension=look,Pisa vs Cremonese se enfrentaron por la Italia - Serie A. Aquí todos los detalles y resumen del encuentro.
Liga de Francia: Solitario gol le da triunfo 1-0 a Stade Rennes sobre Paris FC,https://rpp.pe/futbol/ligas-internacionales/liga-de-francia-por-la-fecha-12-paris-fc-recibira-a-stade-rennes-noticia-1662653,"Fri, 07 Nov 2025 16:45:12 -0500",Paris FC vs Stade Rennes se enfrentaron por la Francia - Primera División. Aquí todos los detalles y resumen del encuentro.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1810080.jpg?imgdimension=look,Paris FC vs Stade Rennes se enfrentaron por la Francia - Primera División. Aquí todos los detalles y resumen del encuentro.
El pago de CTS de noviembre 2025 se acerca: ¿Cómo calcular el monto que te depositarán y hasta cuándo retirar?,https://rpp.pe/economia/economia/cts-de-noviembre-2025-como-calcular-el-monto-que-deben-depositarte-y-hasta-cuando-podras-retirar-tu-dinero-noticia-1661355,"Fri, 07 Nov 2025 16:15:40 -0500","El Gobierno autorizó el retiro del 100 % de la CTS hasta diciembre de 2026, permitiendo a los trabajadores formales disponer libremente de sus fondos en una o varias operaciones. La medida tiene como fin brindar liquidez ante la coyuntura económica y rige para todos los depósitos acumulados en el sistema financiero.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/05/063506_1809160.jpg?imgdimension=look,"El Gobierno autorizó el retiro del 100 % de la CTS hasta diciembre de 2026, permitiendo a los trabajadores formales disponer libremente de sus fondos en una o varias operaciones. La medida tiene como fin brindar liquidez ante la coyuntura económica y rige para todos los depósitos acumulados en el sistema financiero."
Cúal fue el último temblor en México hoy 7 de noviembre según SSN,https://rpp.pe/mundo/mexico/cual-fue-el-ultimo-temblor-en-mexico-hoy-6-de-noviembre-segun-ssn-live-3034,"Thu, 06 Nov 2025 06:27:35 -0500",Cuál es el ultimo temblor en México y CDMX registrado segun el Servicio Sismológico Nacional (SSN) hoy 7 de noviembre del 2025. Consulta los últimos sismos EN VIVO para México aquí.,Sin categoría,RPP,https://f.rpp-noticias.io/2024/11/07/111411_1666676.jpg?imgdimension=look,Cuál es el ultimo temblor en México y CDMX registrado segun el Servicio Sismológico Nacional (SSN) hoy 7 de noviembre del 2025. Consulta los últimos sismos EN VIVO para México aquí.
Fabio Gruber: los destacados números del convocado por la Selección Peruana tras triunfo del Núremberg,https://rpp.pe/futbol/peruanos-en-el-mundo/fabio-gruber-los-destacados-numeros-del-convocado-por-seleccion-peruana-en-triunfo-nuremberg-vs-dynamo-dresden-noticia-1662901,"Fri, 07 Nov 2025 16:44:55 -0500","Con Fabio Gruber, Núremberg venció 2-1 a Dynamo Dresden y se ubica en el noveno lugar de la Bundesliga II.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/592459_1810077.jpg?imgdimension=look,"Con Fabio Gruber, Núremberg venció 2-1 a Dynamo Dresden y se ubica en el noveno lugar de la Bundesliga II."
"Jennifer Lawrence revela que ""tiene una vida secreta"" en TikTok para pelearse con desconocidos",https://rpp.pe/famosos/celebridades/jennifer-lawrence-revela-que-tiene-una-vida-secreta-en-tiktok-para-pelearse-robert-pattinson-noticia-1662891,"Fri, 07 Nov 2025 16:42:09 -0500","En una entrevista con Robert Pattinson, la actriz Jennifer Lawrence contó que viene usando TikTok de manera anónima. ""Me peleo en la sección de comentarios"", expresó.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/545254_1810039.jpg?imgdimension=look,"En una entrevista con Robert Pattinson, la actriz Jennifer Lawrence contó que viene usando TikTok de manera anónima. ""Me peleo en la sección de comentarios"", expresó."
Jorge Luis Salinas deslumbra a Donatella Versace con su colección artesanal en los Latin American Fashion Awards 2025,https://rpp.pe/famosos/celebridades/jorge-luis-salinas-deslumbra-a-donatella-versace-con-su-coleccion-artesanal-en-los-latin-american-fashion-awards-2025-noticia-1662904,"Fri, 07 Nov 2025 16:32:17 -0500","Donatella Versace y los miembros del jurado quedaron fascinados con la colección del diseñador, que representa la calidad del trabajo hecho a mano en el Perú. Salinas es finalista y espera ganar el primer puesto.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/245424_1810064.jpg?imgdimension=look,"Donatella Versace y los miembros del jurado quedaron fascinados con la colección del diseñador, que representa la calidad del trabajo hecho a mano en el Perú. Salinas es finalista y espera ganar el primer puesto."
Al volante con RPP te premia: estos son los ganadores,https://rpp.pe/campanas/concurso/al-volante-con-rpp-estos-son-los-premios-y-ganadores-noticia-1662906,"Fri, 07 Nov 2025 16:39:56 -0500",Conoce a los afortunados de la comunidad de 'Al volante con RPP' que se llevaron increíbles premios.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/565756_1810067.jpg?imgdimension=look,Conoce a los afortunados de la comunidad de 'Al volante con RPP' que se llevaron increíbles premios.
"Rusia advierte de nuevo a EE.UU. contra cualquier agresión a Venezuela: ""Agravará la situación en lugar de resolver los problemas""",https://rpp.pe/mundo/actualidad/rusia-advierte-de-nuevo-a-eeuu-contra-cualquier-agresion-a-venezuela-agravara-la-situacion-en-lugar-de-resolver-los-problemas-noticia-1662911,"Fri, 07 Nov 2025 16:34:09 -0500","El Gobierno advirtió que una intervención militar de Estados Unidos en Venezuela solo agravaría las tensiones, llamando a resolver las diferencias por la vía diplomática.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/221922_1810075.jpg?imgdimension=look,"El Gobierno advirtió que una intervención militar de Estados Unidos en Venezuela solo agravaría las tensiones, llamando a resolver las diferencias por la vía diplomática."
Tabla de posiciones de Liga 1 Te Apuesto 2025 EN VIVO: así está el Acumulado y el Clausura en la fecha 18,https://rpp.pe/futbol/descentralizado/tabla-acumulada-liga-1-y-torneo-clausura-2025-en-vivo-resultados-y-posiciones-tras-partidos-de-hoy-universitario-alianza-lima-sporting-cristal-noticia-1647030,"Fri, 07 Nov 2025 16:30:26 -0500","Sigue el movimiento de las posiciones y cómo va la Tabla Acumulada de la Liga1 Te Apuesto 2025. Se definen los playoffs, los cupos internacionales y el descenso.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/07/18/503150_1771847.jpg?imgdimension=look,"Sigue el movimiento de las posiciones y cómo va la Tabla Acumulada de la Liga1 Te Apuesto 2025. Se definen los playoffs, los cupos internacionales y el descenso."
Sigue el Universitario vs. Deportivo Garcilaso EN VIVO: juegan en el Monumental por la fecha 18 del Clausura 2025 de Liga1,https://rpp.pe/futbol/descentralizado/universitario-vs-garcilaso-en-vivo-ver-gol-peru-transmision-directo-fecha-18-torneo-clausura-2025-link-gratis-festejo-del-tri-partidos-de-hoy-noticia-1662669,"Fri, 07 Nov 2025 16:30:57 -0500",Universitario recibe a Garcilaso en su primer partido como tricampeón de la Liga1 Te Apuesto. Sigue el minuto a minuto del partido en la fecha 18 del Torneo Clausura.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/06/241324_1809467.jpg?imgdimension=look,Universitario recibe a Garcilaso en su primer partido como tricampeón de la Liga1 Te Apuesto. Sigue el minuto a minuto del partido en la fecha 18 del Torneo Clausura.
"Partidos de hoy, viernes 7 de noviembre del 2025: horarios y canales TV para ver EN VIVO Liga1 y LaLiga",https://rpp.pe/futbol/descentralizado/partidos-de-hoy-viernes-7-de-noviembre-del-2025-horarios-y-canales-tv-para-ver-en-vivo-liga1-y-laliga-noticia-1662707,"Fri, 07 Nov 2025 16:30:51 -0500","Fútbol EN VIVO | Horarios y canales de TV para ver EN DIRECTO los partidos de hoy, viernes 7 de noviembre del 2025.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/06/145214_1809584.jpg?imgdimension=look,"Fútbol EN VIVO | Horarios y canales de TV para ver EN DIRECTO los partidos de hoy, viernes 7 de noviembre del 2025."
